,ndata,mean,std,max,min,max/min,sigma_xs,F_var,kurtosis,von_neumann,skew,t_diff_max,t_diff_min,t_diff_mean,y_diff_max,y_diff_min,y_diff_mean,ls_z_fal,ls_pow[0],ls_freq[0],ls_period[0],ls_fap[0],ls_pow[1],ls_freq[1],ls_period[1],ls_fap[1],ls_pow[2],ls_freq[2],ls_period[2],ls_fap[2],simbad_name,readable_name,FILTER
36,23,17.424240112304688,2.2604103,20.007378,13.263056,1.5085044,5.318527384944584,0.13235545723524925,-1.1274668584205083,0.5559234462477899,-0.6650901840857032,2241.1511964193196,0.0,110.87839777607786,5.0703487,-3.9515915,-0.11660385,1.4022523145405164,0.799408310255774,0.040683113106359345,24.580223184633475,0.03600000000000003,4.25e-322,0.0,-6.365978185377242e-236,4.058760781856251e+264,4.25e-322,0.0,2.1550576815415857e-305,-2.1376105468827535e-296,NOVA_Cyg_1989,V404Cyg,B
37,73,17.721193313598633,2.6086717,20.74861,12.34712,1.6804411,6.871288600033277,0.1479197389414857,-1.1952861101987937,0.14664982623298345,-0.6206599329685487,133.5408628074074,0.00823010568274185,2.9410091838094052,3.77699,-2.0430288,0.049833324,0.4076487422801937,0.6830504647881929,0.035001933945161254,28.56984992791355,0.0,0.5521508772748737,0.0605033844040322,16.5280010341596,0.0,0.4655707872716552,0.009500483486290314,105.25780097855561,0.0,NOVA_Cyg_1989,V404Cyg,U
38,24,18.541799545288086,2.558479,21.513468,14.778532,1.4557242,6.7798036734263105,0.1404289592950478,-1.655093800619241,0.2644364971590793,-0.13904668174934304,1021.5429541155099,0.0,55.03318859743867,2.6764011,-2.5673084,-0.029579991,0.828778710020275,0.7869276144262654,0.03370753605005135,29.66695633033304,0.018000000000000016,0.725037201131816,0.06088481238149498,16.42445728064582,0.02400000000000002,0.43385717145850294,0.08695603676921707,11.50006413762875,0.28400000000000003,NOVA_Cyg_1989,V404Cyg,UVW1
39,24,15.928906440734863,2.0730982,17.860064,12.152578,1.4696522,4.473212378720443,0.13277728914492198,-1.0471107361290564,0.5212445214732344,-0.7756051067672676,2241.146762692115,0.0,106.05740512428494,5.0016727,-3.3697433,-0.04976082,0.7405661069610749,0.8135477977541561,0.04338885694633719,23.04739212735629,0.009000000000000008,0.7352355011383649,0.36642966230140206,2.7290367098541894,0.01100000000000001,0.691058227249275,0.015184279016859446,65.85758855522067,0.018000000000000016,NOVA_Cyg_1989,V404Cyg,V
40,24,17.05071258544922,1.804432,18.925257,13.775278,1.3738565,3.2337481578191123,0.10546553580164121,-0.8100162621988947,0.45189283878761566,-0.7694019928122059,167.76893496226694,0.009016477895784192,8.616217994937198,4.815961,-1.6557951,0.04383311,0.7518614087776919,0.5895399315206719,0.3542267013970494,2.8230508768990545,0.20099999999999996,0.5317614671615454,0.04035954672709979,24.77728520495352,0.346,0.5046378984270411,0.6741491709480913,1.4833512271381237,0.44299999999999995,NOVA_Cyg_1989,V404Cyg,WHITE
41,10,18.341135025024414,0.050579738,18.4115,18.275013,1.0074686,-0.006877791788429023,,-1.323657889104333,1.1069330645841333,0.2512827042250536,2202.78299601817,0.0,331.5548565062119,0.054647446,-0.13648796,-0.011988322,0.8863822358621855,1.4270519626768545,0.8988571209175201,1.1125238669514428,0.0,1.0076145179618017,0.8548221755276417,1.1698339474905957,0.0,0.999625170722152,0.9978519677072467,1.002152656267932,0.0,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,B
42,26,17.305282592773438,0.13245267,17.916079,17.200546,1.0415994,0.015231339547496576,0.007131655469948243,14.473235407742607,2.4385814614913213,3.69457143675014,2530.702524183682,0.0,235.62134218387976,0.71445465,-0.6607208,-0.001177063,0.6948904575191491,0.4496225453942018,0.750371845366222,1.3326726024907636,0.038000000000000034,0.4212695739035494,0.5002756552086581,1.9988979867167704,0.061000000000000054,0.36446636391539056,0.2509264262489584,3.9852319062155814,0.10799999999999998,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,U
43,22,16.62059783935547,0.10834956,17.078808,16.496252,1.0353144,0.009022400206462904,0.005714975887669524,11.672512261971018,1.798224317894213,3.299820859834701,2516.7491571414357,0.0,278.48604537844534,0.4253559,-0.42627335,0.00031961713,0.5668497640469421,0.546905918528905,0.6552860112143585,1.526051194266801,0.01200000000000001,0.49079322917866064,0.22869372060763113,4.3726605056887236,0.030000000000000027,0.48789605889504933,0.9768546586871064,1.0236937410361546,0.04700000000000004,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVM2
44,58,16.8378849029541,0.06210546,17.14982,16.734861,1.0247961,0.0018081068671469032,0.0025253670594250163,8.960921782447308,2.11201965365221,2.143269265558097,2202.7812166636504,0.0,102.12289543670404,0.39918518,-0.32431602,-0.0021666477,0.29036584900833046,0.2392591837775445,0.8985082419954087,1.112955845323353,0.050000000000000044,0.2169939669559459,0.6862768504172125,1.4571378874168113,0.10299999999999998,0.2098842904417162,0.24899841094567263,4.016089886686801,0.128,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVW1
45,58,16.576372146606445,0.0948417,17.034075,16.439274,1.0361817,0.0075817469764372395,0.0052528518844415124,7.795401401701975,2.5602043413813615,2.295063324597197,2202.769313132536,0.0,102.7213609924507,0.53206444,-0.5525532,2.6602494e-05,0.29872828869060625,0.32719152229395354,0.1985707549629992,5.03598830646706,0.0010000000000000009,0.2542358818734128,0.3765347303013854,2.6557975122230593,0.03400000000000003,0.24046827014953553,0.9476932008643711,1.0551938107057441,0.04700000000000004,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVW2
46,9,18.300142288208008,0.15947938,18.475454,18.035883,1.0243721,-0.0255889892578125,,-0.9338129896342453,0.7692855718428641,-0.6284204146628476,2202.799811324192,0.0,372.45469028590924,0.25730705,-0.23153496,0.014258146,0.8360447905880664,2.041548335472609,0.8920479815551285,1.121015932637027,0.0,1.0268232017512515,0.7027632125920052,1.4229543921510843,0.0,1.0098024002965573,0.9985710057907586,1.0014310391559083,0.0,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,V
47,258,19.858224868774414,0.34867913,20.71854,18.954239,1.0930822,0.05466226759807084,0.011773440619661185,-0.3490257957035112,0.8999763949821951,-0.1447071175452677,683.8967033445588,0.0,15.733338397367248,1.0550976,-1.4858513,-0.0020902834,0.17216345670376457,0.3375059232989547,0.015690359975219042,63.73340073646333,0.0,0.23765805364078882,0.4773732556273892,2.0947968664179712,0.0,0.21820394265060683,0.04640656719613158,21.548674259262153,0.0,NAME_NGC_7793_P13,NGC7793 P13,U
48,5,19.266427993774414,0.48396403,19.909561,18.405922,1.0816932,0.21803689002990723,0.02423615859455366,-0.3769144151615178,1.3592803860616884,-0.6523499162877211,1452.0970799814822,0.19791683958465,682.6087411961817,0.96157455,-0.038583755,0.3759098,0.9999998482133734,2.2809193748098946,0.8127387993435492,1.2304076055033943,0.0010000000000000009,2.0376782823793196,0.8856209600859091,1.1291512340708327,0.0030000000000000027,1.7973993158272574,0.7829999478245562,1.2771392932762573,0.0,NAME_NGC_7793_P13,NGC7793 P13,UVW1
49,5,19.97343635559082,0.24353887,20.25325,19.603073,1.0331671,0.005379690229892722,0.0036721959263645194,-1.4187545710297444,1.8354493347998873,-0.37336629461815496,124.34169257268513,0.10034716782683972,45.95739313596641,0.2646942,-0.5704994,-0.05056572,0.9999966691168846,1.0037008505780838,0.7190563941555268,1.3907115048666225,0.0010000000000000009,1.0016873524554202,0.6842415386813194,1.4614722191920926,0.0010000000000000009,0.9996444457209205,0.9899594883142028,1.010142346029629,0.07899999999999996,NAME_NGC_7793_P13,NGC7793 P13,UVW2
50,21,17.310415267944336,0.05321867,17.421953,17.244083,1.0103148,0.0016594217158854008,0.002353265338441186,-0.15948654978312682,1.4586975912015483,0.8748021152909252,639.5070748078724,0.0,71.59209370031276,0.11336708,-0.14005089,-0.0019185066,0.9507734785371285,0.6866065794226401,0.9463557858401386,1.0566850385050883,0.03200000000000003,0.6652943938301005,0.8612905267419346,1.1610484139222703,0.03500000000000003,0.6382514595850716,0.9107373275970482,1.098011435018776,0.038000000000000034,NAME_NGC_925_ULX-2,NGC925 ULX-2,U
51,38,17.7478084564209,0.093532294,18.034386,17.596798,1.0248674,0.0010427238027516175,0.0018194491013651581,0.9796319122767052,1.7038799202378863,0.9202803813532496,1909.8651040596087,0.0,102.14707580950946,0.2751751,-0.34498978,0.0023165522,0.47360663779457873,0.5433673429481873,0.47440324109654985,2.1079113997800056,0.0010000000000000009,0.5414633516907359,0.8716576711112827,1.1472393729124104,0.0,0.5359982639834768,0.265377665159665,3.7682146287569003,0.0,NAME_NGC_925_ULX-2,NGC925 ULX-2,UVM2
52,49,17.5535945892334,0.044410855,17.655655,17.464548,1.0109426,-0.0020491633070062612,,-0.19801882631775491,1.207109013933349,0.23499035892066067,1820.1106256857674,0.0,78.74487541559604,0.119535446,-0.096523285,-0.00082000095,0.38606432890926995,0.4746042268461982,0.05438971767341191,18.385828108257382,0.0,0.4013349700881936,0.016768221869848113,59.636615483849035,0.01200000000000001,0.39181760306118407,0.37123573296418544,2.693706211994614,0.015000000000000013,NAME_NGC_925_ULX-2,NGC925 ULX-2,UVW1
53,51,17.68303108215332,0.07034559,17.981115,17.578926,1.022879,0.0007551766420696299,0.00155405921891867,4.378046582451421,1.3062019434399375,1.5020982032116534,2545.3319745781264,0.0,75.48291944100231,0.25951576,-0.28556252,-0.001280899,0.3987852126090686,0.4770843627741878,0.00810094421319964,123.44240050074714,0.0,0.4292287367755849,0.09802857354006375,10.20110732909222,0.0020000000000000018,0.40251255760986365,0.25801178682103176,3.8757919253264332,0.006000000000000005,NAME_NGC_925_ULX-2,NGC925 ULX-2,UVW2
54,21,17.962862014770508,0.038522553,18.059708,17.893322,1.0092988,-0.000933620341432591,,0.2997271210533712,2.878278745399143,0.24441705546147055,639.5070748078724,0.0,71.59209370031276,0.14745903,-0.1648159,2.4318695e-05,0.9373563633871997,0.7003790100446337,0.4400149578746388,2.2726500136045424,0.02300000000000002,0.6644102831944368,0.15450857101629908,6.472132862419071,0.03300000000000003,0.6609200459436012,0.7684031748530912,1.3014001408716032,0.041000000000000036,NAME_NGC_925_ULX-1,NGC925 ULX-1,U
55,38,17.866634368896484,0.10351914,18.119108,17.47721,1.0367278,0.002929268159756535,0.0030292618509551944,3.996839241496912,1.9188418716238167,-0.7769417847042452,1909.8651040596087,0.0,102.14707580950946,0.40240097,-0.40852547,-0.0024108372,0.460437671171336,0.454666435620427,0.25659329918358326,3.897217905462668,0.015000000000000013,0.45423740888723635,0.2254246753286908,4.43607159926882,0.0050000000000000044,0.43514600105088724,0.06010925780291149,16.63637244164348,0.01200000000000001,NAME_NGC_925_ULX-1,NGC925 ULX-1,UVM2
56,49,17.914705276489258,0.09063045,18.102484,17.607622,1.028105,0.0023966333923899404,0.00273269483069099,1.2034422420075357,1.2135757710444046,-0.40588330155699837,1820.1106256857674,0.0,78.74487541559604,0.21036911,-0.28983688,0.0008476178,0.4221948557126547,0.46237286272202643,0.0026932318786414083,371.3011151882127,0.0030000000000000027,0.4600859581125949,0.3246718563015467,3.0800329027324937,0.0,0.4023368490883313,0.6456980377927162,1.5487115361515515,0.019000000000000017,NAME_NGC_925_ULX-1,NGC925 ULX-1,UVW1
57,51,17.820947647094727,0.077504955,17.964092,17.599693,1.0207049,0.0011306253955790813,0.0018868117568892862,0.18966153519793494,1.3082109635586807,-0.4635408116897354,2545.3319745781264,0.0,75.48291944100231,0.2122078,-0.1887722,0.0020610048,0.3946846578611564,0.49310835265912706,0.002748739992802897,363.8030525325524,0.0010000000000000009,0.4806319050964653,0.24746635474322037,4.040953369348469,0.0010000000000000009,0.4220376323998553,0.9933834498551468,1.0066606204742168,0.0020000000000000018,NAME_NGC_925_ULX-1,NGC925 ULX-1,UVW2
58,67,16.345666885375977,0.02397747,16.43603,16.304228,1.0080839,-7.140831570071515e-05,,3.8933689627649466,0.9756993114256034,1.3475410007945512,224.46797408044222,0.0,7.872596825657555,0.0659523,-0.1318016,-0.0007911451,0.2640580339652145,0.3933271595093621,0.9867746093783811,1.0134026458483263,0.0,0.35401521482397513,0.7361930901650559,1.3583392908181169,0.0010000000000000009,0.26983229820707905,0.8636008979371153,1.1579422883749906,0.015000000000000013,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,U
59,22,16.09562873840332,0.05199721,16.230415,16.006388,1.0139961,-0.0003364318558438258,,0.39128188090630767,2.0879375723483435,0.6578936697889679,443.3775823160904,0.0,62.2416655985064,0.17162895,-0.15234756,0.0029423123,0.6644052024933984,0.747132074482445,0.21935013667761355,4.55892125323694,0.0010000000000000009,0.6210992548470129,0.2536251406129923,3.942826793838645,0.03300000000000003,0.6049550403801902,0.1371819352789601,7.289589536453873,0.05400000000000005,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVM2
60,17,16.226411819458008,0.035614967,16.306156,16.150908,1.0096123,-0.002060924019828877,,0.259119463786178,2.321602217976713,0.12122874144411931,655.8013040556689,1.7842093791623483,81.12305774161587,0.10465431,-0.07382774,-0.0024014711,0.7980994087300141,0.7220266982860082,0.9324552742904892,1.0724374965447065,0.04600000000000004,0.7184119250013656,0.6276713979386964,1.5931903274293666,0.06000000000000005,0.7030775955869274,0.997942204244742,1.0020620390103807,0.07799999999999996,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVW1
61,20,16.08485984802246,0.039300002,16.17299,16.010357,1.0101581,-0.0006541757611557841,,0.07972220387583517,3.2926016385722416,0.11017470209548016,353.5884208267307,0.0,52.41576187518857,0.1626339,-0.15953827,-0.0016548759,0.671046242366923,0.5521565156238883,0.8741804979123355,1.1439285163511872,0.09199999999999997,0.5074049625157439,0.6671314884027638,1.49895487978567,0.16800000000000004,0.49641141408146405,0.9195666047495453,1.087468808496326,0.19799999999999995,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVW2
62,11,16.220638275146484,0.1538616,16.553026,15.963821,1.0369087,0.024959389797665855,0.009739777646145335,0.05992317634130373,1.723057526404347,0.41771084589387036,2823.7859881013865,0.0,328.3069616196655,0.531641,-0.2521572,0.034902573,0.8760824334324482,1.5815579604720023,0.9759412513853538,1.0246518410616363,0.0,1.195805410676579,0.7928808627067117,1.2612235293285192,0.0,1.117620480183264,0.8556270192255141,1.168733545727866,0.0,SS433,SS433,B
63,16,17.243694305419922,0.38526538,18.05518,16.789822,1.0753646,0.15543742571026087,0.022863751034774813,-0.4594351007606323,1.5240658854143136,0.9715626766985622,2823.785967031712,0.0,316.0619125477164,1.0704689,-1.0148792,0.0050825756,0.901917735463207,0.9359655775013106,0.9126779188734568,1.0956767763531818,0.0,0.9336007141449005,0.7838424015795076,1.2757666566454136,0.0010000000000000009,0.9278528493226786,0.23960304054177373,4.173569741597893,0.0010000000000000009,SS433,SS433,U
64,18,18.676008224487305,0.29926294,19.686773,18.271992,1.0774289,0.07574309491448933,0.014736266495413729,4.559166072210288,1.252799193271405,1.9423713690176134,2173.1447111587986,0.0,280.9495602327143,0.887516,-0.73633766,-0.010591171,0.7846628387635869,1.1160578536303405,0.8559158613922246,1.1683391383510635,0.0,0.7641236084323414,0.8289066171427152,1.2064085137202218,0.016000000000000014,0.7615966376889416,0.29579857289387057,3.3806789201744714,0.014000000000000012,SS433,SS433,UVW1
65,14,19.77952003479004,0.19993053,20.17537,19.521324,1.0335041,-0.029044972466570992,,-1.015546361788632,1.2913820254547774,0.3188277879925975,2823.787823582883,0.0,268.80082918830215,0.48968124,-0.32011414,0.03444085,0.8776803385539235,0.9969940347351703,0.903813149087875,1.1064233807720063,0.0,0.9306707994510806,0.8317552211874291,1.2022767931319764,0.0020000000000000018,0.9132747602377309,0.8709606863278624,1.1481574492371087,0.0010000000000000009,SS433,SS433,UVW2
66,13,14.343477249145508,0.30899602,14.963987,13.957853,1.0720837,0.10227578047376412,0.022296256516942434,-0.07407350148213876,0.9485631530933128,0.9545329546340273,2823.8205145619213,0.0,273.7581105722523,0.64067364,-0.7414379,-0.0303754,0.7070330701087536,4.875202654690456,0.9759482835123445,1.0246444580045735,0.0,0.9802497746519798,0.08099762985732614,12.346040270085151,0.0010000000000000009,0.9779007591827672,0.12014411083012728,8.32333764085955,0.0,SS433,SS433,V
67,10,13.70715618133545,0.31359866,14.326905,13.481188,1.0627332,0.10867468006908894,0.02405009653575812,0.13393796123009105,1.376971031575421,1.4122054447864554,2559.890067845139,0.0,377.256610309478,0.69668484,-0.834383,-0.01284345,0.9713856194082071,1.0107312075421777,0.9516055359189883,1.0508555932624708,0.0,0.9814049702584995,0.44761613417633966,2.2340570941217393,0.0040000000000000036,0.9768472497031584,0.2512275571064483,3.9804550564343044,0.009000000000000008,SMC_X-3,SMC X-3,U
68,12,12.952235221862793,0.059110466,13.093584,12.889307,1.0158485,0.00317670323420316,0.004351546209255954,0.7432580827859447,1.597579582745926,1.4054155134642348,1804.8205029694436,0.0,269.71902353429056,0.11817551,-0.20427704,-0.0025423223,0.8949845350358293,0.9610940229703219,0.001404461308147365,712.0167669973815,0.0,0.9220310992483479,0.2501481658187768,3.9976307510664038,0.0050000000000000044,0.8884903088949097,0.5011838177422413,1.9952759139448109,0.027000000000000024,SMC_X-3,SMC X-3,UVM2
69,12,13.460299491882324,0.4620389,14.322568,13.089893,1.09417,0.23232903626436988,0.03580939819377786,-0.7491483226604516,0.34931193378356223,0.9595896841561482,1801.369457934372,0.0,304.39900976066895,0.7487612,-0.08346939,0.10438555,0.9593200845202534,1.4653468114022596,0.9625967250985173,1.0388566405081574,0.0,0.9785226291079476,0.2491790417283272,4.013178608698044,0.0,0.9736119307366154,0.6211190881404315,1.6099972116360168,0.0,SMC_X-3,SMC X-3,UVW1
70,7,13.00377368927002,0.07554863,13.109563,12.926924,1.0141286,0.0060972435665982115,0.0060047837169720395,-1.5226614859821435,1.216496608296603,0.4069802321675576,1907.214077253935,0.0,494.4887838648331,0.13283348,-0.1093235,0.030183792,0.998421007145514,5.533565915413912,0.9170302143283469,1.090476610666991,0.0,3.395698591537715,0.5001687200751643,1.999325347354233,0.0,2.1609905907603326,0.9565322899480695,1.04544301379966,0.0,SMC_X-3,SMC X-3,UVW2
71,5,14.475736618041992,0.3948999,14.956483,14.077737,1.062421,0.19436342790722846,0.030455560900804098,-1.810137652305278,2.1398421878514573,0.3707601174335209,2212.0249213656207,0.0,608.9184205953698,0.74962807,-0.87874603,-0.025847673,0.9999999954559075,38.46351494000033,0.6895979891855293,1.4501202377070161,0.009000000000000008,37.17929822005896,0.8425741463346638,1.186839169407422,0.008000000000000007,28.329692283297472,0.8142452283440833,1.228131237604773,0.015000000000000013,[LM2005]_NGC_598_ULX1,M33 ULX-1,U
72,3,14.659934043884277,0.08761914,14.783846,14.597978,1.0127325,0.01081342933078607,0.007093322518892183,-1.5000103419974995,2.2500000606557764,0.7070958831900591,4205.406758360303,0.0,2102.7033791801514,0.0,-0.18586826,-0.09293413,,,,,,,,,,,,,,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVM2
73,7,14.434701919555664,0.048057754,14.54935,14.393244,1.0108458,0.002193747487451349,0.003244781806165413,1.7247372895507054,1.7977886029954742,1.8117259338764813,3270.1583248783572,0.0,701.7359318354744,0.018870354,-0.156106,-0.021285215,0.998494577964839,4.350687800801392,0.5571921262591237,1.7947130852580413,0.0010000000000000009,2.165274963841092,0.8455722098289538,1.1826311087048196,0.0010000000000000009,1.9486347338199073,0.3769248857472632,2.6530484927188462,0.0,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVW1
74,3,14.6597318649292,0.03720804,14.710367,14.622016,1.0060424,0.0014924257217595975,0.0026352409821570407,-1.4999837150504347,3.0412542371142575,0.4789761940254231,1868.5928300066007,123.8533936653912,996.223111835996,0.02479744,-0.08835125,-0.031776905,,,,,,,,,,,,,,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVW2
